time,open,high,low,price,vwap,volume,currency,log_return
2023-07-05,1935.31,1941.68,1894.77,1911.01,1916.45,17926.05185290,Ethereum,-0.012635622261545241
2023-07-06,1911.01,1955.37,1845.85,1846.81,1892.78,27138.36516016,Ethereum,-0.03417207169928674
2023-07-07,1846.68,1877.40,1825.99,1869.53,1855.59,14028.31714182,Ethereum,0.012227235970154416
2023-07-08,1869.53,1871.83,1844.22,1865.51,1859.80,3512.37367737,Ethereum,-0.0021525882198145077
2023-07-09,1865.51,1878.90,1858.05,1863.28,1868.78,6809.47587204,Ethereum,-0.0011960986088585903
2023-07-10,1863.38,1904.54,1847.72,1880.46,1877.76,12471.65941255,Ethereum,0.009178052214429328
2023-07-11,1880.47,1891.99,1862.66,1878.37,1877.09,11088.11764436,Ethereum,-0.0011120482785247114
2023-07-12,1878.65,1901.89,1865.90,1871.96,1887.38,12637.07581750,Ethereum,-0.0034183691791754133
2023-07-13,1871.75,2012.00,1864.56,2004.9,1955.50,46037.51158851,Ethereum,0.06860817389725299
2023-07-14,2005.36,2027.41,1900.29,1940.01,1964.55,43520.98779710,Ethereum,-0.032901056501870266
2023-07-15,1940.00,1946.92,1927.28,1931.64,1935.27,6426.93326757,Ethereum,-0.004323744677125556
2023-07-16,1931.64,1943.18,1916.00,1922.24,1929.53,5222.11193804,Ethereum,-0.0048782103443418354
2023-07-17,1922.22,1935.62,1875.00,1912.21,1909.92,18741.17557463,Ethereum,-0.005231531445629056
2023-07-18,1911.07,1917.05,1876.80,1897.52,1898.13,8748.93639188,Ethereum,-0.007711870817476678
2023-07-19,1897.51,1920.00,1882.68,1888.83,1907.26,10897.90720584,Ethereum,-0.00459018065314166
2023-07-20,1888.78,1927.00,1877.04,1891.48,1900.39,9663.74283929,Ethereum,0.0014020016528126014
2023-07-21,1891.36,1905.63,1884.36,1891.94,1892.79,6121.32566121,Ethereum,0.00024316623703766194
2023-07-22,1892.28,1896.69,1850.10,1865.4,1882.62,4434.05050068,Ethereum,-0.01412725034263636
2023-07-23,1865.96,1903.80,1859.22,1888.3,1880.11,7287.51181971,Ethereum,0.012201446094768949
2023-07-24,1888.27,1889.63,1832.51,1850.01,1849.10,18102.89465132,Ethereum,-0.020485908924365442
2023-07-25,1849.94,1866.66,1845.81,1857.96,1857.09,9749.87405293,Ethereum,0.004288067153578978
2023-07-26,1857.96,1886.65,1846.38,1871.8,1861.42,15020.10564551,Ethereum,0.007421423106410307
2023-07-27,1871.87,1884.80,1854.74,1860.37,1868.21,11365.67263096,Ethereum,-0.006125142067627303
